id,first_name,last_name,married,ip,calification,posts,date
672,Erika,Richardson,True,245.159.18.251,-2.99,9420,2016-07-13 16:39:31
673,Dawn,Peters,True,227.106.243.222,-7.9,7825,2016-01-25 03:39:48
674,Matthew,Delgado,True,198.36.239.207,7.24,1350,2012-04-26 13:59:22
675,Michael,Rivera,False,14.186.217.2,-4.83,5512,2013-04-24 02:21:48
676,Keith,Boyer,True,77.164.35.172,-4.14,6891,2015-08-21 17:02:13
677,Rebecca,Thomas,False,34.231.43.147,0.89,5644,2017-02-04 13:24:25
678,Ryan,Howard,True,7.159.69.233,9.58,3525,2010-08-20 20:26:22
679,Collin,Tucker,True,61.58.29.72,-2.43,1159,2014-03-18 23:27:17
680,Michael,Chase,True,150.142.243.216,5.89,7156,2010-07-26 07:26:48
681,Peter,Ramirez,True,226.47.70.67,4.53,8578,2011-01-11 10:09:53
682,Lindsay,Contreras,False,56.107.32.251,3.14,3111,2016-12-25 17:16:32
683,Brandon,Obrien,False,164.108.211.18,2.57,1841,2016-10-15 07:39:52
684,Douglas,Horn,False,215.17.3.141,2.46,5640,2013-06-12 06:00:50
685,Thomas,Kim,True,192.117.90.96,-4.6,1414,2016-05-29 07:17:02
686,George,Jones,True,79.229.75.178,7.24,3210,2011-07-13 12:59:35
687,Alicia,Terry,True,216.42.127.53,6.76,3513,2015-10-22 01:24:35
688,Jenna,Edwards,False,227.85.183.123,-2.73,8750,2014-04-05 16:30:37
689,Cassidy,Mitchell,True,233.16.140.136,1.88,7346,2016-08-31 19:30:49
690,Jason,Schwartz,True,56.133.19.185,-6.43,5583,2014-03-18 21:42:54
691,Jeffrey,Spencer,True,163.126.251.176,-8.36,1239,2016-11-23 05:12:44
692,David,Swanson,False,255.130.150.121,5.4,6018,2016-09-28 16:33:29
693,Leslie,Ryan,True,170.35.243.198,1.85,1989,2012-12-19 19:32:50
694,Alicia,Pollard,False,249.179.211.112,-4.41,2514,2010-09-05 23:23:18
695,Wyatt,Hill,True,141.141.28.116,-3.91,5756,2016-01-07 09:09:19
696,Douglas,Atkinson,False,193.72.95.106,-4.32,1477,2012-04-12 10:53:21
697,Christopher,Greene,False,112.66.183.149,5.7,9303,2016-12-17 02:23:26
698,Patricia,Hull,False,130.9.105.171,-2.55,3596,2017-06-14 05:47:19
699,Kelsey,Yang,False,177.216.59.5,4.96,9917,2014-11-13 11:21:12
700,Ryan,Allen,True,252.86.94.118,8.32,5689,2017-01-08 22:51:41
701,Alexandra,Bates,True,178.124.141.112,-1.76,1666,2013-11-26 10:15:52
702,Cameron,Hubbard,True,65.50.163.195,9.19,7112,2015-01-21 10:29:42
703,Sarah,Turner,False,147.3.201.79,-9.64,3094,2014-05-21 19:14:52
704,Tiffany,Williams,False,11.124.60.77,3.18,6856,2015-07-18 07:41:21
705,Tyler,Moss,True,238.71.77.54,0.86,9309,2014-02-03 22:28:11
706,Jason,Larsen,True,134.111.59.61,9.64,3408,2013-06-07 21:21:11
707,James,Larsen,False,77.200.11.198,7.26,7485,2012-02-01 13:41:01
708,Alan,Alexander,True,124.199.75.54,9.7,7573,2015-07-21 20:53:46
709,Andrew,Bullock,False,93.107.142.239,-9.19,8073,2010-08-25 19:38:06
710,Edwin,Forbes,False,230.98.112.105,-8.37,3278,2011-12-11 06:48:10
711,Joseph,Parker,False,53.249.4.26,-9.1,7860,2011-04-05 23:13:26
712,Lauren,Herrera,True,222.134.98.43,0.74,7328,2017-10-30 01:33:19
713,Benjamin,Owen,False,24.87.2.29,5.89,1914,2010-11-19 03:42:23
714,Angela,Clark,False,94.164.86.24,8.76,4342,2013-04-04 19:55:26
715,Kevin,Anderson,True,193.112.192.175,-8.17,6187,2013-09-06 06:25:58
716,Devon,Edwards,False,242.122.162.230,-7.44,7149,2014-07-04 02:06:42
717,James,Martin,True,49.191.205.239,-9.22,811,2010-01-11 07:05:46
718,Jamie,Jackson,True,132.209.109.120,7.96,456,2014-01-25 16:57:55
719,Wyatt,Martinez,False,222.94.11.136,0.16,4495,2010-04-18 02:59:18
720,Leah,Carter,True,161.145.56.130,0.76,815,2013-01-03 09:52:21
721,Tasha,Myers,False,26.107.217.168,-1.24,6869,2016-12-06 10:19:16
722,Benjamin,Allen,False,250.184.221.88,-4.59,925,2011-08-17 13:24:34
723,Christopher,Boone,True,0.72.70.254,4.8,2332,2012-01-14 21:08:38
724,Anne,Simmons,True,209.153.84.142,-8.66,5347,2015-02-11 22:43:43
725,John,Singleton,False,31.97.60.144,7.8,9029,2016-02-08 02:55:22
726,Veronica,Hunter,True,105.54.158.197,7.43,9066,2015-11-21 17:39:59
727,Mark,Burke,False,164.70.219.227,-9.6,361,2017-10-23 22:43:23
728,Diamond,Shaffer,False,215.25.215.138,5.1,3389,2011-04-09 02:25:26
729,Mark,Copeland,False,152.79.65.44,7.7,4277,2015-08-14 03:16:39
730,Joshua,Haas,True,136.68.121.52,3.22,8196,2013-07-10 21:43:06
731,Courtney,Thompson,False,98.102.43.80,0.2,3340,2015-05-08 22:01:15
732,Thomas,Schmidt,False,65.0.164.154,-9.44,3502,2015-08-12 17:36:32
733,Joshua,Garcia,False,192.227.170.195,7.16,9628,2014-11-16 08:36:04
734,Brandon,Espinoza,False,196.147.166.110,-1.3,619,2017-11-28 01:33:31
735,Eric,Carter,False,141.189.243.154,0.45,2282,2017-11-06 14:37:47
736,Keith,Hansen,False,134.153.142.100,-2.41,5412,2012-07-23 12:38:40
737,Manuel,Wang,True,195.1.58.188,-3.94,2178,2014-03-11 22:45:17
738,Ashley,Ross,True,26.24.46.8,-9.8,4441,2011-10-30 10:59:28
739,Andrew,Johnson,False,158.45.64.30,3.79,4836,2013-02-13 03:29:42
740,Ronald,Mcneil,False,185.26.186.115,8.99,6689,2017-11-01 20:00:00
741,Bianca,Garcia,True,111.182.227.201,3.11,1432,2014-11-10 23:25:20
742,Travis,Medina,True,187.143.157.15,8.77,3293,2014-10-20 18:05:08
743,Jeff,Norris,True,255.213.176.113,2.7,756,2010-08-29 02:20:19
744,Eric,Doyle,True,52.67.128.21,1.9,8625,2011-05-12 21:43:46
745,Teresa,Perkins,False,111.237.194.161,1.58,1218,2010-05-08 10:25:39
746,Melissa,Charles,False,74.5.11.48,0.53,846,2016-06-30 14:22:56
747,Anthony,Moyer,False,202.197.1.41,2.61,9736,2014-05-18 06:25:48
748,Keith,Thompson,False,148.183.111.100,-4.7,1487,2013-10-17 05:58:58
749,Jeffrey,Salazar,False,89.79.43.5,8.25,5184,2015-10-09 07:40:52
750,Anthony,Miller,False,254.187.37.213,-6.12,6402,2015-01-03 17:16:18
751,Courtney,Mclean,False,40.166.149.241,7.77,3874,2017-01-15 12:17:47
752,Tammy,Lopez,True,214.36.99.221,3.75,4787,2017-06-26 07:48:06
753,Casey,Mccall,True,70.36.52.131,2.79,8973,2013-03-17 08:37:38
754,Christine,Griffin,False,251.186.169.7,0.63,3551,2013-03-10 02:01:06
755,Samantha,Duncan,False,22.125.0.222,6.4,4416,2017-05-05 16:33:21
756,Morgan,Foley,True,170.159.190.20,6.4,9494,2017-11-19 21:20:40
757,Jonathan,Baker,False,33.113.206.236,1.72,3589,2014-04-12 05:59:22
758,Wanda,Rogers,False,86.112.1.110,8.2,6534,2014-05-06 11:25:30
759,Robert,Huynh,False,238.147.68.56,-5.84,946,2010-12-30 05:29:32
760,Jessica,Baker,False,236.215.212.106,-9.89,1949,2017-10-21 11:17:01
761,Anthony,Barry,True,233.147.163.62,6.37,3521,2010-11-04 10:33:49
762,Tony,Sullivan,True,94.39.16.157,3.69,6955,2011-08-13 00:41:31
763,Timothy,Glenn,True,19.247.251.15,-4.76,6928,2012-10-20 15:07:29
764,Jennifer,Villanueva,True,211.153.70.224,8.67,302,2012-05-18 20:16:22
765,Anthony,Lee,True,71.64.143.8,7.37,5725,2011-08-15 13:50:05
766,Christopher,Romero,False,148.32.90.206,-7.84,7294,2013-04-28 13:33:40
767,April,Rivas,False,144.140.213.158,-8.92,7614,2016-04-01 17:39:40
768,Sherry,Adkins,False,185.143.109.233,-2.41,7018,2016-09-08 01:22:47
769,Danielle,Donovan,True,84.36.129.32,1.19,2029,2014-07-31 18:12:38
770,Randall,Ward,False,33.13.190.81,-1.32,2770,2017-06-02 15:24:50
771,Jessica,Perez,False,140.121.246.179,5.53,8449,2014-10-09 23:29:23
772,Anna,Smith,False,109.58.71.190,2.31,2261,2017-02-24 13:58:11
773,Patricia,Park,True,223.224.199.75,-2.1,2147,2012-09-05 21:01:57
774,William,Harvey,False,66.215.199.94,0.6,8992,2012-02-26 20:36:29
775,Alexander,Adams,True,251.56.52.233,8.14,7157,2013-05-10 05:56:38
776,Tonya,Woods,False,112.142.211.246,-1.94,9884,2011-04-12 20:47:14
777,Kimberly,Murphy,False,196.116.177.159,-9.88,2918,2012-01-23 15:38:19
778,Christopher,Juarez,False,224.116.121.103,-8.5,7750,2017-11-16 23:48:17
779,Stephen,Wilkins,False,235.187.174.21,0.49,1360,2015-07-27 10:43:08
780,Harry,Farmer,False,127.227.187.104,4.77,8026,2016-07-21 12:51:07
781,Amanda,Mclaughlin,False,69.80.130.218,-9.51,9114,2017-08-27 18:40:58
782,Katelyn,Scott,False,248.68.187.217,-7.28,8076,2015-02-17 01:27:21
783,Valerie,Swanson,False,148.200.12.212,8.97,3060,2011-10-01 19:20:38
784,Kayla,Russell,False,91.252.3.82,-4.73,7313,2014-07-11 13:16:37
785,Jessica,Mcguire,False,3.233.213.81,-6.75,1280,2012-05-05 00:58:28
786,Janice,Hall,True,231.127.247.50,3.5,277,2015-09-30 21:37:10
787,Jacob,Lee,False,168.126.38.35,-4.92,4799,2012-09-18 19:57:04
788,Natalie,Gregory,True,196.208.225.197,-8.32,3697,2015-03-13 09:30:52
789,Joseph,Allison,False,87.176.151.134,-3.65,795,2014-11-03 13:22:33
790,Ernest,Park,False,134.7.213.41,-8.3,8448,2013-04-05 05:44:31
791,Kayla,Gould,True,162.38.132.250,1.33,6137,2017-02-11 07:41:41
792,Robin,Mcfarland,True,152.252.162.78,6.39,5336,2015-09-03 09:34:11
793,Melvin,Walton,False,16.24.117.217,-1.95,1524,2016-10-10 01:39:55
794,Antonio,Cannon,False,20.154.57.206,-5.2,8548,2011-12-15 09:20:06
795,Curtis,Garcia,True,15.158.191.153,7.7,3431,2012-05-23 01:29:08
796,Erik,Parker,False,28.55.27.156,-1.55,5670,2010-08-13 23:28:57
797,Lee,Perkins,False,203.132.188.85,-9.68,4698,2010-01-17 16:58:21
798,Chad,Herrera,True,62.101.182.219,5.9,5640,2010-11-30 08:00:41
799,Aaron,Collins,False,167.8.163.106,4.1,4507,2017-01-12 22:06:44
800,Thomas,Sanchez,True,204.144.173.36,-1.38,8079,2017-06-25 14:41:23
801,Patricia,Norman,True,22.55.112.172,6.49,9232,2016-10-27 21:36:26
802,Michael,Spence,False,84.120.192.240,-4.54,4656,2012-05-10 22:26:18
803,Stacy,Ayers,False,198.137.35.144,0.1,2871,2012-04-25 02:32:53
804,Alan,Washington,True,225.69.123.93,1.23,7186,2014-10-01 19:22:41
805,Greg,Elliott,False,200.46.6.66,-2.19,9864,2012-09-12 00:27:46
806,Michael,Sanchez,False,198.94.190.27,5.91,4135,2012-06-10 14:52:16
807,Kristen,Parker,False,179.161.1.135,-8.97,8680,2011-09-13 01:08:29
808,Rhonda,Rogers,True,123.119.22.241,-2.62,7099,2012-02-13 20:34:21
809,Carolyn,Green,True,107.167.175.162,2.38,1840,2014-07-02 02:55:15
810,James,Lewis,False,38.35.90.62,2.52,8553,2013-12-03 20:00:06
811,Justin,Miller,False,27.66.140.13,3.5,331,2013-08-05 19:45:38
812,Yvonne,King,True,149.5.132.20,3.37,1689,2011-05-23 05:26:00
813,Misty,Walker,False,95.80.112.124,-2.2,6422,2011-07-11 21:44:10
814,Robert,Martinez,False,193.247.109.87,5.82,8717,2017-03-15 15:51:08
815,Denise,Rivera,False,222.197.191.109,-5.69,4085,2010-05-05 09:40:28
816,Kevin,Winters,True,246.252.34.205,8.11,6660,2013-01-16 12:47:38
817,April,Hampton,False,164.183.172.249,-8.21,6434,2011-06-08 00:30:19
818,Todd,Burgess,True,163.201.252.172,-5.84,5678,2011-05-16 10:58:32
819,Anita,Bond,True,243.253.145.118,-1.3,637,2014-10-23 04:01:47
820,Sharon,Bryant,True,191.72.95.183,9.73,4379,2013-07-12 00:17:52
821,Shawn,Rodriguez,False,25.49.159.2,-7.85,1922,2017-11-07 13:31:55
822,Sandra,Orr,False,177.15.41.182,3.37,5256,2016-05-10 03:39:28
823,Destiny,Garza,False,46.215.81.207,3.35,9680,2015-04-19 07:15:36
824,Julia,Kline,True,140.232.221.39,7.8,9428,2014-10-29 09:18:18
825,Tina,Thomas,False,173.149.223.232,-7.63,899,2010-07-19 02:47:09
826,Lisa,Ford,False,39.124.130.210,3.11,8925,2016-12-25 06:17:43
827,Laura,Perez,False,215.143.127.5,-4.42,8800,2015-05-30 13:00:32
828,Hannah,Flores,False,112.253.247.145,-9.8,4403,2012-02-29 01:02:37
829,Frank,Chaney,True,154.234.189.212,9.46,3772,2011-08-01 12:32:53
830,Michelle,Stewart,False,99.64.0.212,-4.63,5883,2010-11-24 06:47:46
831,Stephen,Flores,True,110.48.7.3,-3.95,8595,2015-12-24 17:53:40
832,Karen,Hayes,True,127.124.76.251,2.38,1944,2015-05-06 11:52:12
833,Morgan,Gonzalez,True,124.41.191.45,-9.8,2953,2013-06-24 21:15:55
834,Jordan,Patel,False,16.224.185.6,3.88,7635,2014-10-19 11:50:16
835,Michelle,Mendez,True,193.229.26.36,4.53,6010,2017-09-30 07:37:59
836,Robert,Gallagher,False,109.113.216.220,-1.33,8725,2010-11-25 17:30:47
837,Bryan,Jones,False,114.157.86.189,-7.5,3778,2017-02-19 04:50:16
838,Tyler,Cordova,True,14.21.58.65,5.86,8220,2011-06-18 04:07:17
839,Teresa,Ramirez,True,183.88.93.193,9.65,3298,2017-04-15 03:33:33
840,Cheryl,Greene,True,180.133.186.32,-6.56,995,2014-03-06 22:16:17
841,Lee,Hodges,False,218.28.160.11,0.39,17,2012-06-05 01:24:51
842,Ernest,Chambers,True,163.226.255.175,-5.7,9307,2013-10-21 08:39:38
843,Andrea,Baker,True,160.95.59.139,-8.95,312,2011-05-21 07:22:35
844,Erin,Kline,False,69.58.183.55,0.9,3876,2014-01-15 19:34:46
845,Danielle,Ferguson,True,54.199.144.136,-4.62,8808,2015-09-17 21:28:29
846,Logan,Davis,True,135.249.108.170,9.68,6483,2017-01-27 18:54:36
847,Jessica,Morris,True,119.51.182.95,-7.0,3948,2016-08-13 16:51:25
848,Christopher,Baxter,False,252.218.64.194,3.9,1591,2010-01-14 21:59:21
849,Gerald,Williams,True,199.125.179.68,4.8,1026,2013-11-29 05:37:22
850,Jennifer,Berger,False,38.255.241.91,-7.2,3331,2013-07-13 09:41:16
851,Kathleen,Ramos,True,14.93.177.105,6.91,5050,2013-11-17 17:39:30
852,Cynthia,Espinoza,False,30.170.129.250,-9.28,3256,2017-09-29 12:08:48
853,Edward,Erickson,True,76.71.130.94,-7.38,517,2013-01-07 14:36:30
854,Gregory,Castillo,True,121.98.196.35,-8.35,9895,2017-09-25 20:35:57
855,Lisa,Taylor,True,187.73.196.168,3.67,490,2015-10-28 12:14:57
856,Timothy,Cruz,False,115.238.246.108,0.42,9660,2011-05-05 09:01:49
857,Kristina,Cruz,False,227.226.232.232,4.84,4690,2017-10-31 09:38:23
858,Christopher,Hatfield,True,96.91.252.10,-2.13,7436,2012-05-22 17:43:35
859,Rose,Powell,False,129.187.98.86,8.41,8613,2013-05-10 11:10:15
860,Kristin,Martin,False,248.244.0.102,6.17,3930,2013-12-19 05:11:12
861,Robert,Gilmore,True,119.186.104.50,6.6,9764,2016-02-17 08:13:44
862,Haley,Carter,False,115.122.31.143,-7.7,5753,2010-04-01 21:42:36
863,Jason,Holt,True,101.161.14.12,-4.6,8500,2010-06-10 17:35:04
864,Samantha,Franklin,True,209.223.138.18,-9.34,5548,2017-07-23 13:46:48
865,Mathew,Mcclain,True,154.131.2.99,5.48,1983,2016-12-27 02:06:14
866,Lori,Gonzalez,False,125.155.110.7,-2.23,7736,2014-05-05 02:20:30
867,Angela,Wong,False,67.222.144.142,3.94,720,2014-06-03 13:34:58
868,Michelle,Smith,False,103.229.93.86,4.8,198,2016-10-24 02:31:51
869,John,Taylor,False,60.100.140.74,-7.8,9731,2017-02-21 16:53:58
870,Crystal,Harris,True,188.185.201.121,-2.69,3703,2014-04-29 08:33:37
871,Tanner,Goodman,False,90.217.187.5,-6.61,4288,2016-04-18 04:46:15
872,Richard,Galvan,False,17.100.91.233,-5.98,9427,2015-11-08 15:54:38
873,Marvin,Nichols,True,97.2.174.52,1.58,4539,2016-05-05 16:25:33
874,Julie,Blair,False,176.15.10.167,8.16,3501,2016-06-24 02:42:36
875,Brian,Cantu,True,182.211.31.231,8.52,6334,2014-01-19 13:34:28
876,Lucas,Morales,True,125.23.6.159,-1.23,4415,2017-06-30 08:42:12
877,Jack,Baldwin,False,114.67.170.217,5.0,660,2010-08-10 23:32:43
878,Debra,Richardson,True,171.254.104.44,-7.6,5712,2014-06-13 23:19:01
879,Angela,Williams,True,191.78.185.18,-9.79,6389,2011-07-06 19:41:53
880,Michelle,Jones,True,153.184.154.94,-5.76,421,2014-11-30 09:16:11
881,Richard,Hughes,True,129.162.234.116,3.61,8713,2017-05-12 01:46:25
882,Nicole,Salinas,True,17.66.129.36,0.5,8135,2014-03-06 04:22:04
883,Timothy,Boyle,False,183.31.24.132,1.22,7360,2010-09-02 22:16:21
884,Emily,Price,True,43.6.110.27,3.99,5344,2013-09-28 17:52:36
885,Brandon,Humphrey,False,73.22.77.149,5.56,7922,2011-02-06 17:00:21
886,Dean,Thompson,False,11.185.92.195,-2.82,2336,2010-06-25 09:30:09
887,Jesus,May,True,212.40.214.59,-3.79,5942,2011-03-07 13:06:05
888,Olivia,York,False,123.218.225.70,4.42,1831,2014-01-04 14:45:25
889,Devon,Boyd,True,194.251.181.176,0.72,3232,2012-09-05 21:42:08
890,Shawn,Bauer,True,122.32.87.91,1.73,1565,2010-12-01 06:22:41
891,Catherine,Johnson,False,154.105.76.159,-5.24,4221,2013-01-26 20:48:33
892,Jacob,Berry,True,143.176.0.228,-5.43,6039,2015-04-04 16:50:27
893,Brian,Rice,False,54.220.174.65,-7.12,8227,2013-10-19 14:33:17
894,John,Perez,False,186.192.128.157,-2.45,6483,2015-12-11 05:54:11
895,Timothy,Phelps,False,73.138.195.132,8.78,4802,2010-03-14 20:35:12
896,Christopher,Gross,True,123.88.6.208,-4.21,7535,2011-05-15 20:27:33
897,Jonathon,Hogan,False,113.44.129.110,5.6,3208,2014-03-11 02:19:23
898,Savannah,Garcia,True,109.232.96.174,-7.68,612,2012-04-27 16:03:43
899,Paula,Taylor,False,202.47.250.186,7.34,7104,2010-02-19 10:40:52
900,Kathleen,Peck,True,157.39.166.201,6.61,8515,2011-05-14 14:19:06
901,Bridget,Clayton,False,106.59.158.13,-7.4,288,2015-02-09 07:02:03
902,Cory,Cunningham,True,221.204.89.15,-8.84,4190,2017-01-20 02:18:11
903,Lisa,Sullivan,False,135.205.14.94,9.42,7902,2011-11-25 20:36:50
904,Ashley,Richards,False,67.94.226.97,1.75,1684,2016-02-20 09:47:54
905,Tonya,Lawrence,True,250.119.208.149,-6.97,714,2017-06-25 01:43:40
906,Dylan,Rich,False,163.166.152.36,6.5,6983,2017-05-08 14:02:53
907,Michael,Murphy,False,184.201.189.123,2.4,4247,2017-02-01 19:07:13
908,Sharon,Beasley,True,204.191.184.134,8.93,2666,2017-01-07 18:25:48
909,Christine,Mendez,True,151.207.63.36,4.22,9755,2014-08-04 20:35:30
910,Michael,White,False,193.175.144.136,-2.34,2631,2015-12-22 02:48:58
911,Jeffrey,Bowman,True,121.17.21.129,-5.76,5142,2016-05-19 07:45:29
912,Tiffany,Greene,True,28.72.160.50,0.58,8233,2012-02-28 05:51:18
913,Wesley,Williams,True,195.155.12.123,5.68,9050,2017-09-15 17:07:11
914,Roberta,Ware,True,245.239.141.210,2.64,9932,2016-02-14 16:07:51
915,Michael,Williams,False,168.56.49.97,-6.53,3869,2012-12-06 20:30:46
916,Janet,Cooley,False,144.178.146.137,0.3,6938,2013-10-11 16:59:08
917,Jacqueline,Cunningham,True,104.130.240.83,-3.1,6707,2014-08-28 00:37:18
918,John,Medina,True,217.40.188.166,5.38,4771,2011-05-05 17:40:17
919,Leon,Brown,False,182.82.106.151,5.53,272,2011-10-31 07:42:34
920,Anthony,Dalton,True,50.92.240.179,-4.63,7762,2013-01-04 01:02:17
921,David,Benjamin,False,186.1.250.181,-8.33,7412,2010-07-13 16:08:38
922,Connie,Norris,True,115.248.182.18,5.63,2506,2013-08-05 13:46:36
923,Emily,Mayer,False,32.149.248.109,0.8,1959,2017-02-05 15:01:26
924,Keith,Sellers,False,217.182.102.48,-4.24,7428,2017-01-11 00:03:55
925,Kenneth,Wilkins,False,144.0.135.218,-6.3,83,2011-05-26 05:04:19
926,Samuel,Sanchez,False,38.245.111.230,-2.84,8738,2010-05-25 14:23:35
927,Mindy,Farmer,True,253.144.210.63,3.99,265,2012-10-16 14:39:48
928,Jessica,Dickerson,False,47.61.247.240,-4.94,6772,2017-07-26 02:19:04
929,Barbara,Robertson,False,215.131.15.194,-6.97,835,2015-01-04 15:47:12
930,Mary,Manning,True,233.242.242.77,5.23,1314,2010-06-02 07:11:40
931,Kent,Davis,True,28.160.154.19,-2.92,9175,2010-03-11 20:18:31
932,James,Jones,True,52.241.9.165,1.19,8643,2016-04-04 07:38:20
933,William,Preston,True,127.81.32.167,-4.61,9427,2015-05-25 09:27:11
934,Ana,James,True,57.155.10.34,0.17,6815,2013-04-26 05:51:56
935,Phillip,Gonzalez,True,170.100.177.118,-6.36,7878,2014-09-28 02:51:00
936,Zachary,Bennett,True,119.56.54.82,-2.84,9466,2014-11-02 05:59:20
937,Melanie,Martin,False,255.220.200.231,8.97,1677,2014-04-18 16:51:29
938,Yvonne,Stewart,True,73.203.247.110,6.11,9130,2017-01-19 11:03:08
939,David,Schwartz,False,17.65.17.214,-1.21,1476,2016-05-01 03:07:41
940,Mark,Gonzales,False,165.135.205.231,-7.57,4653,2016-10-05 04:34:42
941,Jennifer,Anderson,True,56.133.242.239,7.66,710,2015-01-16 17:21:57
942,Richard,Harris,False,212.103.187.85,-3.1,2908,2015-08-20 05:46:11
943,Michael,Butler,False,30.39.119.195,-9.63,8579,2011-06-06 06:28:55
944,Mark,Soto,True,174.234.213.60,6.33,4900,2017-06-15 02:13:32
945,Andrew,Bullock,False,78.50.218.92,-2.3,4650,2011-07-29 07:46:48
946,Susan,Hardy,False,181.62.247.196,6.6,7521,2013-02-13 08:59:34
947,Marie,Rowland,True,145.186.96.98,-9.52,4598,2010-04-18 11:16:12
948,Johnny,Johnson,True,171.101.175.75,-8.85,7015,2017-02-11 02:00:10
949,Alyssa,Price,True,188.234.26.149,2.29,8631,2013-09-26 09:08:58
950,Jessica,Walker,False,98.218.103.202,-3.87,1805,2011-01-24 19:39:31
951,Carl,Johnson,True,128.158.146.192,6.46,8211,2016-07-28 20:24:11
952,Angela,Anderson,True,140.60.77.138,-6.4,8608,2015-01-18 00:21:08
953,Shelby,Hodges,True,199.89.53.85,5.76,9993,2016-01-22 14:21:01
954,Randy,Anderson,False,64.11.134.167,-2.11,1585,2017-10-07 22:54:59
955,Lacey,Vincent,False,89.32.177.210,5.75,9188,2017-08-29 17:26:04
956,Scott,Williams,True,181.158.242.225,9.57,5534,2017-04-15 19:19:40
957,Craig,Clements,False,46.184.63.203,-4.98,3225,2011-07-21 09:52:09
958,Anna,Calhoun,True,7.9.250.185,-3.45,3591,2012-04-04 00:52:36
959,Steven,Leon,True,202.173.197.199,5.3,7774,2014-01-11 17:39:39
960,Jennifer,Smith,False,226.190.33.107,2.88,567,2011-07-23 03:40:23
961,Stephanie,Hamilton,False,209.159.98.171,-5.54,5114,2015-06-23 15:39:57
962,Laura,Li,True,40.166.178.136,-5.72,3715,2012-01-15 15:35:34
963,Jeremiah,Barnett,True,195.234.48.77,4.89,4811,2016-09-20 15:28:05
964,Brandon,Drake,False,148.82.39.151,8.72,7281,2011-03-18 17:05:34
965,Karen,Harmon,False,1.146.18.39,6.47,1016,2012-07-07 03:10:41
966,Samantha,Wilkerson,False,38.87.127.229,3.66,7143,2013-01-09 19:57:19
967,Elizabeth,Todd,False,100.84.72.179,6.0,8141,2015-06-06 11:40:23
968,Krista,Potts,True,81.21.104.196,-7.89,7710,2010-11-25 01:27:36
969,Michael,Christensen,True,48.239.213.212,7.38,9313,2012-06-29 13:23:56
970,Elizabeth,Scott,False,145.195.103.158,-5.83,8465,2015-10-18 06:13:04
971,Erica,Strickland,True,64.248.6.153,2.76,4240,2016-12-27 18:46:13
972,Melissa,Bowen,True,208.135.225.31,-1.85,3464,2012-08-24 02:22:17
973,Elizabeth,Weaver,False,129.135.177.121,-1.36,2045,2014-11-10 02:43:04
974,Allison,Garcia,False,201.29.8.139,7.83,3276,2011-08-24 18:31:14
975,Sandra,Cook,False,197.229.59.204,8.6,3042,2012-09-12 03:44:43
976,Richard,Grant,True,115.250.48.88,6.77,7738,2014-01-23 20:10:16
977,Brian,James,False,238.242.113.102,2.3,6734,2010-12-19 12:20:26
978,Anna,Davis,False,13.235.220.1,0.34,3872,2013-11-25 13:02:27
979,Bryan,Perez,False,75.255.93.63,6.1,8592,2016-07-01 18:02:45
980,Jasmine,Wilson,True,46.155.16.24,-5.24,3873,2016-10-12 04:02:31
981,Gabriel,Shelton,True,97.235.147.212,-3.6,8662,2011-08-27 03:49:41
982,Joseph,Anderson,False,28.32.7.116,-4.43,2455,2010-01-26 14:05:59
983,Katherine,Patterson,False,33.194.247.125,6.74,4736,2011-12-19 23:51:45
984,William,Martin,False,63.93.19.10,3.5,2993,2012-10-31 23:34:34
985,John,Lin,False,199.86.23.188,0.58,4661,2014-12-31 16:26:51
986,Andre,Flores,False,34.34.34.241,9.97,66,2013-05-03 03:30:29
987,Katie,Conner,True,236.27.47.49,-2.15,9923,2017-11-14 07:40:14
988,Christine,Gould,True,148.52.133.234,1.5,7489,2015-01-08 22:37:39
989,Gail,Black,False,29.190.240.180,-4.66,7872,2013-07-17 23:22:05
990,William,Underwood,False,244.206.48.145,9.61,2356,2011-06-25 08:09:48
991,Rebecca,Coleman,False,125.133.221.33,-6.96,8276,2011-03-31 10:59:04
992,Andrew,Christian,True,14.211.231.36,9.36,425,2014-03-21 03:33:22
993,Charles,Davis,False,44.174.160.82,-8.33,2691,2014-05-13 23:33:52
994,James,Conley,False,144.76.74.101,1.26,7185,2010-08-12 07:56:49
995,Sierra,Sheppard,False,229.15.188.62,4.49,3402,2010-05-02 11:06:54
996,Justin,Torres,True,56.36.218.149,-3.4,3999,2017-01-22 06:59:13
997,Eric,Pope,False,31.86.53.74,5.55,7570,2014-09-25 20:24:17
998,Heather,Berry,False,170.214.183.152,-1.3,388,2012-07-02 15:00:33
999,Brandon,White,False,54.236.23.217,-2.6,4429,2013-01-20 07:19:30
1000,John,Tyler,False,13.114.253.177,1.4,8205,2015-05-08 22:27:01
